"osn","conti_name","candidate","party","total_votes","pct_votes","evm_votes","postal_votes","migrant_votes","xrow_id","xgroup_id","xconti_total"
1,"Tamil Nadu-Sivaganga","KARTI P CHIDAMBARAM","Indian National Congress",566104,52.2,564002,2102,NA,6150,384,1084468
2,"Tamil Nadu-Sivaganga","SARAVANAN.K","Bahujan Samaj Party",5079,0.47,5068,11,NA,6151,384,1084468
3,"Tamil Nadu-Sivaganga","H.RAJA","Bharatiya Janata Party",233860,21.56,233295,565,NA,6152,384,1084468
4,"Tamil Nadu-Sivaganga","V.SAKTHI PRIYA","Naam Tamilar Katchi",72240,6.66,71991,249,NA,6153,384,1084468
5,"Tamil Nadu-Sivaganga","KAVINGNAR SNEKAN","Makkal Needhi Maiam",22931,2.11,22846,85,NA,6154,384,1084468
6,"Tamil Nadu-Sivaganga","ARIMALAM THIAGI.SUBRAMANIAN MUTHURAJA","Agila India Makkal Kazhagam",1283,0.12,1275,8,NA,6155,384,1084468
7,"Tamil Nadu-Sivaganga","M.PRABHAKARAN","Tamil Nadu Ilangyar Katchi",1231,0.11,1226,5,NA,6156,384,1084468
8,"Tamil Nadu-Sivaganga","A.VELLADURAI","Ezhuchi Tamilargal Munnetra Kazhagam",2553,0.24,2552,1,NA,6157,384,1084468
9,"Tamil Nadu-Sivaganga","A.ANTONY SESU RAJA","Independent",1191,0.11,1187,4,NA,6158,384,1084468
10,"Tamil Nadu-Sivaganga","L.KASINATHAN","Independent",1789,0.16,1786,3,NA,6159,384,1084468
11,"Tamil Nadu-Sivaganga","N.KARTHICK","Independent",1422,0.13,1422,0,NA,6160,384,1084468
12,"Tamil Nadu-Sivaganga","C.SARAVANAN","Independent",2097,0.19,2094,3,NA,6161,384,1084468
13,"Tamil Nadu-Sivaganga","SINGADURAI.R","Independent",3976,0.37,3966,10,NA,6162,384,1084468
14,"Tamil Nadu-Sivaganga","C.CHIDAMBARAM","Independent",1261,0.12,1261,0,NA,6163,384,1084468
15,"Tamil Nadu-Sivaganga","M.CHINNAIAH","Independent",1248,0.12,1248,0,NA,6164,384,1084468
16,"Tamil Nadu-Sivaganga","SENTHAMILSELVI.R","Independent",3453,0.32,3449,4,NA,6165,384,1084468
17,"Tamil Nadu-Sivaganga","SENTHIL KUMAR.C","Independent",4690,0.43,4690,0,NA,6166,384,1084468
18,"Tamil Nadu-Sivaganga","K.CHELLAKKANNU","Independent",3952,0.36,3951,1,NA,6167,384,1084468
19,"Tamil Nadu-Sivaganga","P.SELVARAJ","Independent",2485,0.23,2483,2,NA,6168,384,1084468
20,"Tamil Nadu-Sivaganga","R.NATARAJAN","Independent",1284,0.12,1284,0,NA,6169,384,1084468
21,"Tamil Nadu-Sivaganga","V.PANDI","Independent",122534,11.3,122325,209,NA,6170,384,1084468
22,"Tamil Nadu-Sivaganga","M.MOHAMMED RABEEK","Independent",1441,0.13,1441,0,NA,6171,384,1084468
23,"Tamil Nadu-Sivaganga","A.RADHA KRISHNAN","Independent",905,0.08,905,0,NA,6172,384,1084468
24,"Tamil Nadu-Sivaganga","M.RAJASEKAR","Independent",2140,0.2,2140,0,NA,6173,384,1084468
25,"Tamil Nadu-Sivaganga","M.RAJA","Independent",2869,0.26,2866,3,NA,6174,384,1084468
26,"Tamil Nadu-Sivaganga","P.RAJENDHIRAN","Independent",11167,1.03,11159,8,NA,6175,384,1084468
27,"Tamil Nadu-Sivaganga","NOTA","None of the Above",9283,0.86,9255,28,NA,6176,384,1084468
1,"Tamil Nadu-Sriperumbudur","Antony.M","Bahujan Samaj Party",6808,0.48,6793,15,NA,6177,385,1406782
2,"Tamil Nadu-Sriperumbudur","Baalu.T.R.","Dravida Munnetra Kazhagam",793281,56.39,790750,2531,NA,6178,385,1406782
3,"Tamil Nadu-Sriperumbudur","Godwin Shadrach S R","Tamizhaga Murpokku Makkal Katchi",3599,0.26,3598,1,NA,6179,385,1406782
4,"Tamil Nadu-Sriperumbudur","Palanivel.K","Communist Party of India  (Marxist-Leninist)  (Liberation)",2618,0.19,2611,7,NA,6180,385,1406782
5,"Tamil Nadu-Sriperumbudur","Mahendran.H","Naam Tamilar Katchi",84979,6.04,84855,124,NA,6181,385,1406782
6,"Tamil Nadu-Sriperumbudur","Rajasekaran S","Anti Corruption Dynamic Party",13746,0.98,13740,6,NA,6182,385,1406782
7,"Tamil Nadu-Sriperumbudur","Vaithilingam A","Pattali Makkal Katchi",285326,20.28,284673,653,NA,6183,385,1406782
8,"Tamil Nadu-Sriperumbudur","Sridhar M","Makkal Needhi Maiam",135525,9.63,135383,142,NA,6184,385,1406782
9,"Tamil Nadu-Sriperumbudur","Anantharaman R K","Independent",941,0.07,935,6,NA,6185,385,1406782
10,"Tamil Nadu-Sriperumbudur","Ayodhi L","Independent",4050,0.29,4046,4,NA,6186,385,1406782
11,"Tamil Nadu-Sriperumbudur","Indian.P.N.K.","Independent",1185,0.08,1184,1,NA,6187,385,1406782
12,"Tamil Nadu-Sriperumbudur","Sasikumar A","Independent",804,0.06,803,1,NA,6188,385,1406782
13,"Tamil Nadu-Sriperumbudur","Singarajan S P","Independent",738,0.05,738,0,NA,6189,385,1406782
14,"Tamil Nadu-Sriperumbudur","Tambaram Narayanan G","Independent",41497,2.95,41446,51,NA,6190,385,1406782
15,"Tamil Nadu-Sriperumbudur","Muthumaran K","Independent",1371,0.1,1371,0,NA,6191,385,1406782
16,"Tamil Nadu-Sriperumbudur","Raja Marimuthu","Independent",2268,0.16,2268,0,NA,6192,385,1406782
17,"Tamil Nadu-Sriperumbudur","Vasanthi S","Independent",2018,0.14,2014,4,NA,6193,385,1406782
18,"Tamil Nadu-Sriperumbudur","Viruthagiri A","Independent",1800,0.13,1799,1,NA,6194,385,1406782
19,"Tamil Nadu-Sriperumbudur","Vaithiyalingam R","Independent",885,0.06,883,2,NA,6195,385,1406782
20,"Tamil Nadu-Sriperumbudur","NOTA","None of the Above",23343,1.66,23288,55,NA,6196,385,1406782
1,"Tamil Nadu-Tenkasi","Dr.KRISHNASAMY.K","All India Anna Dravida Munnetra Kazhagam",355870,33.4,354216,1654,NA,6197,386,1065569
2,"Tamil Nadu-Tenkasi","DHANUSH.M.KUMAR","Dravida Munnetra Kazhagam",476156,44.69,470346,5810,NA,6198,386,1065569
3,"Tamil Nadu-Tenkasi","MATHIVANAN.S.S","Naam Tamilar Katchi",59445,5.58,58855,590,NA,6199,386,1065569
4,"Tamil Nadu-Tenkasi","MUNESHWARAN. K","Makkal Needhi Maiam",24023,2.25,23844,179,NA,6200,386,1065569
5,"Tamil Nadu-Tenkasi","RAVI. K","Anti Corruption Dynamic Party",1194,0.11,1165,29,NA,6201,386,1065569
6,"Tamil Nadu-Tenkasi","SIVAJAYAPRAKASH.S","Independent",1947,0.18,1939,8,NA,6202,386,1065569
7,"Tamil Nadu-Tenkasi","SUNDARAM.N","Independent",1490,0.14,1486,4,NA,6203,386,1065569
8,"Tamil Nadu-Tenkasi","SUBBIAH. S","Independent",808,0.08,804,4,NA,6204,386,1065569
9,"Tamil Nadu-Tenkasi","SURIYARAGUPATHI. T","Independent",3002,0.28,3000,2,NA,6205,386,1065569
10,"Tamil Nadu-Tenkasi","SELVAKUMAR. M","Independent",2230,0.21,2222,8,NA,6206,386,1065569
11,"Tamil Nadu-Tenkasi","THANGARAJ. C","Independent",727,0.07,723,4,NA,6207,386,1065569
12,"Tamil Nadu-Tenkasi","DHANUSKODI.P","Independent",1245,0.12,1241,4,NA,6208,386,1065569
13,"Tamil Nadu-Tenkasi","THAMARAI SELVAM. K","Independent",1473,0.14,1471,2,NA,6209,386,1065569
14,"Tamil Nadu-Tenkasi","DEEPAN ARUN.A","Independent",1965,0.18,1964,1,NA,6210,386,1065569
15,"Tamil Nadu-Tenkasi","PALANI SAMY.S","Independent",2950,0.28,2946,4,NA,6211,386,1065569
16,"Tamil Nadu-Tenkasi","BHARATHARAJ. S","Independent",4226,0.4,4226,0,NA,6212,386,1065569
17,"Tamil Nadu-Tenkasi","PERUMALSAMY. S","Independent",4334,0.41,4327,7,NA,6213,386,1065569
18,"Tamil Nadu-Tenkasi","PONNUSAMY.R","Independent",3306,0.31,3302,4,NA,6214,386,1065569
19,"Tamil Nadu-Tenkasi","PONNUTHAI.G","Independent",2427,0.23,2424,3,NA,6215,386,1065569
20,"Tamil Nadu-Tenkasi","PONNUTHAI. S","Independent",92116,8.64,91130,986,NA,6216,386,1065569
21,"Tamil Nadu-Tenkasi","PONNUTHAI. M","Independent",1129,0.11,1118,11,NA,6217,386,1065569
22,"Tamil Nadu-Tenkasi","PONNUTHAI.M","Independent",4733,0.44,4723,10,NA,6218,386,1065569
23,"Tamil Nadu-Tenkasi","MUTHUMURUGAN. M","Independent",1734,0.16,1728,6,NA,6219,386,1065569
24,"Tamil Nadu-Tenkasi","MOORTHY. D","Independent",1985,0.19,1980,5,NA,6220,386,1065569
25,"Tamil Nadu-Tenkasi","VAIRAVAN. P","Independent",998,0.09,996,2,NA,6221,386,1065569
26,"Tamil Nadu-Tenkasi","NOTA","None of the Above",14056,1.32,13900,156,NA,6222,386,1065569
1,"Tamil Nadu-Thanjavur","PALANIMANICKAM,S.S.","Dravida Munnetra Kazhagam",588978,55.6,583621,5357,NA,6223,387,1059223
2,"Tamil Nadu-Thanjavur","STALIN,R.","Bahujan Samaj Party",5856,0.55,5840,16,NA,6224,387,1059223
3,"Tamil Nadu-Thanjavur","KRISHNAKUMAR,N.","Naam Tamilar Katchi",57924,5.47,57740,184,NA,6225,387,1059223
4,"Tamil Nadu-Thanjavur","SAMPATH RAMADOSS","Makkal Needhi Maiam",23477,2.22,23375,102,NA,6226,387,1059223
5,"Tamil Nadu-Thanjavur","NATARAJAN,N.R .","Tamil Maanila Congress  (Moopanar)",220849,20.85,220417,432,NA,6227,387,1059223
6,"Tamil Nadu-Thanjavur","PANASAIARANGAN,K.N.","Desiya Makkal Sakthi Katchi",2041,0.19,2038,3,NA,6228,387,1059223
7,"Tamil Nadu-Thanjavur","ABDULBUHARI,K .","Independent",1244,0.12,1242,2,NA,6229,387,1059223
8,"Tamil Nadu-Thanjavur","SAMANTHA,K.S.","Independent",2643,0.25,2638,5,NA,6230,387,1059223
9,"Tamil Nadu-Thanjavur","SELVARAJ,R .","Independent",28274,2.67,28234,40,NA,6231,387,1059223
10,"Tamil Nadu-Thanjavur","MUTHUVEL,S .","Independent",4509,0.43,4508,1,NA,6232,387,1059223
11,"Tamil Nadu-Thanjavur","MURUGESAN, P.","Independent",102871,9.71,102418,453,NA,6233,387,1059223
12,"Tamil Nadu-Thanjavur","VIJAYAKUMAR,T.","Independent",5452,0.51,5449,3,NA,6234,387,1059223
13,"Tamil Nadu-Thanjavur","NOTA","None of the Above",15105,1.43,15050,55,NA,6235,387,1059223
1,"Tamil Nadu-Theni","ARUMUGAM, S.","Bahujan Samaj Party",3770,0.32,3676,94,NA,6236,388,1173489
2,"Tamil Nadu-Theni","ELANGOVAN, E.V.K.S.","Indian National Congress",428120,36.48,425785,2335,NA,6237,388,1173489
3,"Tamil Nadu-Theni","RAVEENDRANATH KUMAR, P","All India Anna Dravida Munnetra Kazhagam",504813,43.02,503459,1354,NA,6238,388,1173489
4,"Tamil Nadu-Theni","ALLIKKODI, P.","Samajwadi Forward Bloc",4044,0.34,4024,20,NA,6239,388,1173489
5,"Tamil Nadu-Theni","SHAGUL HAMEED","Naam Tamilar Katchi",27864,2.37,27438,426,NA,6240,388,1173489
6,"Tamil Nadu-Theni","CHINNASATHIYAMOORTHY, T.","SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)",2597,0.22,2590,7,NA,6241,388,1173489
7,"Tamil Nadu-Theni","RADHAKRISHNAN, S.","Makkal Needhi Maiam",16879,1.44,16708,171,NA,6242,388,1173489
8,"Tamil Nadu-Theni","RAMARAJ, G.","Ulzaipali Makkal Katchy",779,0.07,754,25,NA,6243,388,1173489
9,"Tamil Nadu-Theni","ALEXPANDIAN, S.","Independent",3217,0.27,3189,28,NA,6244,388,1173489
10,"Tamil Nadu-Theni","ANNAKILI","Independent",5258,0.45,5226,32,NA,6245,388,1173489
11,"Tamil Nadu-Theni","RAVICHANDRAN, K.","Independent",1043,0.09,1037,6,NA,6246,388,1173489
12,"Tamil Nadu-Theni","ESWARAN","Independent",803,0.07,797,6,NA,6247,388,1173489
13,"Tamil Nadu-Theni","GUNASINGH","Independent",724,0.06,719,5,NA,6248,388,1173489
14,"Tamil Nadu-Theni","KUMARAGURUBARAN, P.","Independent",1602,0.14,1596,6,NA,6249,388,1173489
15,"Tamil Nadu-Theni","KESAVARAJA, J.","Independent",1815,0.15,1804,11,NA,6250,388,1173489
16,"Tamil Nadu-Theni","SILAMBARASAN, P.","Independent",4198,0.36,4191,7,NA,6251,388,1173489
17,"Tamil Nadu-Theni","SIVAMUNIYANDI, A.","Independent",1908,0.16,1902,6,NA,6252,388,1173489
18,"Tamil Nadu-Theni","SENTHILKUMAR, J.","Independent",2172,0.19,2172,0,NA,6253,388,1173489
19,"Tamil Nadu-Theni","THANGA TAMILSELVAN","Independent",144050,12.28,143173,877,NA,6254,388,1173489
20,"Tamil Nadu-Theni","PARTHIPAN, G.","Independent",1813,0.15,1809,4,NA,6255,388,1173489
21,"Tamil Nadu-Theni","PRAKASH, P.","Independent",839,0.07,832,7,NA,6256,388,1173489
22,"Tamil Nadu-Theni","MANIMURUGAN, C.","Independent",353,0.03,352,1,NA,6257,388,1173489
23,"Tamil Nadu-Theni","RAMACHANDRAN, K.","Independent",291,0.02,289,2,NA,6258,388,1173489
24,"Tamil Nadu-Theni","RAMAMURTHI, S.","Independent",273,0.02,273,0,NA,6259,388,1173489
25,"Tamil Nadu-Theni","RAJASEKARAN, V.","Independent",274,0.02,273,1,NA,6260,388,1173489
26,"Tamil Nadu-Theni","RAJARISHIGURUDEV, S.","Independent",614,0.05,613,1,NA,6261,388,1173489
27,"Tamil Nadu-Theni","RAJKUMAR, P.","Independent",290,0.02,288,2,NA,6262,388,1173489
28,"Tamil Nadu-Theni","VELMURUGAN, S.P.","Independent",926,0.08,926,0,NA,6263,388,1173489
29,"Tamil Nadu-Theni","VAIYATHURAI, A.","Independent",1022,0.09,1022,0,NA,6264,388,1173489
30,"Tamil Nadu-Theni","JEYAMANI, K.","Independent",452,0.04,449,3,NA,6265,388,1173489
31,"Tamil Nadu-Theni","NOTA","None of the Above",10686,0.91,10553,133,NA,6266,388,1173489
1,"Tamil Nadu-Thiruvallur","R.Anbuchezhian","Bahujan Samaj Party",15187,1.08,15153,34,NA,6267,389,1408189
2,"Tamil Nadu-Thiruvallur","Dr.P.Venugopal","All India Anna Dravida Munnetra Kazhagam",410337,29.14,409274,1063,NA,6268,389,1408189
3,"Tamil Nadu-Thiruvallur","Dr.K.Jayakumar","Indian National Congress",767292,54.49,764093,3199,NA,6269,389,1408189
4,"Tamil Nadu-Thiruvallur","C.Kalanithi","Anti Corruption Dynamic Party",4162,0.3,4153,9,NA,6270,389,1408189
5,"Tamil Nadu-Thiruvallur","D.Ravi Pariyanar","Republican Party of India (A)",1760,0.12,1754,6,NA,6271,389,1408189
6,"Tamil Nadu-Thiruvallur","Logarangan.M","Makkal Needhi Maiam",73731,5.24,73555,176,NA,6272,389,1408189
7,"Tamil Nadu-Thiruvallur","M.VETRISELVI","Naam Tamilar Katchi",65416,4.65,65254,162,NA,6273,389,1408189
8,"Tamil Nadu-Thiruvallur","G.Arulraj","Independent",872,0.06,871,1,NA,6274,389,1408189
9,"Tamil Nadu-Thiruvallur","D.Anandaraj","Independent",789,0.06,788,1,NA,6275,389,1408189
10,"Tamil Nadu-Thiruvallur","K.Kamalanathan","Independent",705,0.05,704,1,NA,6276,389,1408189
11,"Tamil Nadu-Thiruvallur","V.Gunasekaran","Independent",908,0.06,907,1,NA,6277,389,1408189
12,"Tamil Nadu-Thiruvallur","K.Chandrasekar","Independent",762,0.05,762,0,NA,6278,389,1408189
13,"Tamil Nadu-Thiruvallur","S.Sargunam","Independent",723,0.05,722,1,NA,6279,389,1408189
14,"Tamil Nadu-Thiruvallur","C.Bharath","Independent",1977,0.14,1976,1,NA,6280,389,1408189
15,"Tamil Nadu-Thiruvallur","A.Manikandan","Independent",3126,0.22,3123,3,NA,6281,389,1408189
16,"Tamil Nadu-Thiruvallur","Murugesan","Independent",3185,0.23,3185,0,NA,6282,389,1408189
17,"Tamil Nadu-Thiruvallur","Pon.Raja","Independent",33944,2.41,33869,75,NA,6283,389,1408189
18,"Tamil Nadu-Thiruvallur","N.Vikraman","Independent",1942,0.14,1942,0,NA,6284,389,1408189
19,"Tamil Nadu-Thiruvallur","Vijaya .R.","Independent",2368,0.17,2363,5,NA,6285,389,1408189
20,"Tamil Nadu-Thiruvallur","G.George","Independent",728,0.05,726,2,NA,6286,389,1408189
21,"Tamil Nadu-Thiruvallur","NOTA","None of the Above",18275,1.3,18175,100,NA,6287,389,1408189
1,"Tamil Nadu-Thoothukkudi","KANIMOZHI KARUNANIDHI","Dravida Munnetra Kazhagam",563143,56.81,560345,2798,NA,6288,390,991263
2,"Tamil Nadu-Thoothukkudi","SIVA, V.","Bahujan Samaj Party",2927,0.3,2909,18,NA,6289,390,991263
3,"Tamil Nadu-Thoothukkudi","DR. TAMILISAI SOUNDARARAJAN","Bharatiya Janata Party",215934,21.78,214497,1437,NA,6290,390,991263
4,"Tamil Nadu-Thoothukkudi","GABRIEL JAMES FERNANDO","People's Party of India(secular)",2549,0.26,2546,3,NA,6291,390,991263
5,"Tamil Nadu-Thoothukkudi","CHRISTANTINE RAJASEKAR, S.","Naam Tamilar Katchi",49222,4.97,48814,408,NA,6292,390,991263
6,"Tamil Nadu-Thoothukkudi","PON KUMARAN, T.P.S.","Makkal Needhi Maiam",25702,2.59,25596,106,NA,6293,390,991263
7,"Tamil Nadu-Thoothukkudi","MAHARAJAN, M.","Pragatishil Samajwadi Party (Lohia)",2922,0.29,2911,11,NA,6294,390,991263
8,"Tamil Nadu-Thoothukkudi","RAJAKUMAR NAIDU, E.V.S.","Tamil Telugu National Party",2516,0.25,2509,7,NA,6295,390,991263
9,"Tamil Nadu-Thoothukkudi","RAJKUMAR POLIAH","Universal Brotherhood Movement",689,0.07,688,1,NA,6296,390,991263
10,"Tamil Nadu-Thoothukkudi","JAYA GANESH, D.","Naam Indiar Party",908,0.09,903,5,NA,6297,390,991263
11,"Tamil Nadu-Thoothukkudi","GERMANUS, S.","Christian Democratic Front",494,0.05,491,3,NA,6298,390,991263
12,"Tamil Nadu-Thoothukkudi","ANTO HILLERY, M.","Independent",924,0.09,921,3,NA,6299,390,991263
13,"Tamil Nadu-Thoothukkudi","AMALAN RAJIV BONIFAS","Independent",2005,0.2,2003,2,NA,6300,390,991263
14,"Tamil Nadu-Thoothukkudi","GANESAN, M.","Independent",1453,0.15,1446,7,NA,6301,390,991263
15,"Tamil Nadu-Thoothukkudi","GURU, K.","Independent",2276,0.23,2273,3,NA,6302,390,991263
16,"Tamil Nadu-Thoothukkudi","SANKARALINGAM, M.","Independent",3029,0.31,3029,0,NA,6303,390,991263
17,"Tamil Nadu-Thoothukkudi","SARAVANAN, G.","Independent",2135,0.22,2135,0,NA,6304,390,991263
18,"Tamil Nadu-Thoothukkudi","SUNMAN, V.","Independent",615,0.06,613,2,NA,6305,390,991263
19,"Tamil Nadu-Thoothukkudi","SIVANESWARAN, J.","Independent",5252,0.53,5201,51,NA,6306,390,991263
20,"Tamil Nadu-Thoothukkudi","SUBHASHINI MALLATHI, R.C.","Independent",8109,0.82,7953,156,NA,6307,390,991263
21,"Tamil Nadu-Thoothukkudi","SELVIN, B.","Independent",929,0.09,927,2,NA,6308,390,991263
22,"Tamil Nadu-Thoothukkudi","SENAI NATARAJAN, R.","Independent",474,0.05,473,1,NA,6309,390,991263
23,"Tamil Nadu-Thoothukkudi","BALA MURUGAN, P.","Independent",1699,0.17,1697,2,NA,6310,390,991263
24,"Tamil Nadu-Thoothukkudi","Er.PRADEEP GANESAN, M.P.","Independent",887,0.09,887,0,NA,6311,390,991263
25,"Tamil Nadu-Thoothukkudi","Dr. BHUVANESWARAN, M.","Independent",76866,7.75,76569,297,NA,6312,390,991263
26,"Tamil Nadu-Thoothukkudi","PONRAJ, S.","Independent",560,0.06,559,1,NA,6313,390,991263
27,"Tamil Nadu-Thoothukkudi","PONNUSAMY, M.","Independent",436,0.04,435,1,NA,6314,390,991263
28,"Tamil Nadu-Thoothukkudi","MARAKATHA RAGHAVA RAJ, T.","Independent",428,0.04,428,0,NA,6315,390,991263
29,"Tamil Nadu-Thoothukkudi","RAMESH, A.","Independent",669,0.07,668,1,NA,6316,390,991263
30,"Tamil Nadu-Thoothukkudi","RAVI SANKAR, J.","Independent",487,0.05,487,0,NA,6317,390,991263
31,"Tamil Nadu-Thoothukkudi","RAMA KRISHNAN, M.","Independent",473,0.05,473,0,NA,6318,390,991263
32,"Tamil Nadu-Thoothukkudi","RAMAKRISHNAN, P.","Independent",1671,0.17,1668,3,NA,6319,390,991263
33,"Tamil Nadu-Thoothukkudi","RAJALINGAM, M.","Independent",1866,0.19,1865,1,NA,6320,390,991263
34,"Tamil Nadu-Thoothukkudi","LOURDES, S.","Independent",460,0.05,459,1,NA,6321,390,991263
35,"Tamil Nadu-Thoothukkudi","JEYARAJ, A.","Independent",477,0.05,477,0,NA,6322,390,991263
36,"Tamil Nadu-Thoothukkudi","JAMES, G.","Independent",407,0.04,406,1,NA,6323,390,991263
37,"Tamil Nadu-Thoothukkudi","JASPER GNANA MARTIN, G.","Independent",436,0.04,435,1,NA,6324,390,991263
38,"Tamil Nadu-Thoothukkudi","NOTA","None of the Above",9234,0.93,9113,121,NA,6325,390,991263
1,"Tamil Nadu-Tiruchirappalli","DR.Elangovan. V","Desiya Murpokku Dravida Kazhagam",161999,15.46,161379,620,NA,6326,391,1048062
2,"Tamil Nadu-Tiruchirappalli","Thirunavukkarasar. SU","Indian National Congress",621285,59.28,615667,5618,NA,6327,391,1048062
3,"Tamil Nadu-Tiruchirappalli","Balamurugan. S","Bahujan Samaj Party",3961,0.38,3949,12,NA,6328,391,1048062
4,"Tamil Nadu-Tiruchirappalli","Asaithambi. P","Communist Party of India  (Marxist-Leninist)  (Liberation)",2685,0.26,2667,18,NA,6329,391,1048062
5,"Tamil Nadu-Tiruchirappalli","Anandharaja. V","Makkal Needhi Maiam",42134,4.02,41970,164,NA,6330,391,1048062
6,"Tamil Nadu-Tiruchirappalli","Easudoss. S","Indian Christian Front",1303,0.12,1299,4,NA,6331,391,1048062
7,"Tamil Nadu-Tiruchirappalli","Ganesan. P","Tamil Nadu Ilangyar Katchi",1324,0.13,1318,6,NA,6332,391,1048062
8,"Tamil Nadu-Tiruchirappalli","Nachi. S","Desiya Uzhavar Uzhaipalar Kazhagam",2368,0.23,2364,4,NA,6333,391,1048062
9,"Tamil Nadu-Tiruchirappalli","Vinoth. V","Naam Tamilar Katchi",65286,6.23,64979,307,NA,6334,391,1048062
10,"Tamil Nadu-Tiruchirappalli","Arunachalam. A","Independent",4892,0.47,4884,8,NA,6335,391,1048062
11,"Tamil Nadu-Tiruchirappalli","Ganesh. R","Independent",1223,0.12,1220,3,NA,6336,391,1048062
12,"Tamil Nadu-Tiruchirappalli","Karuppaiah.C","Independent",1218,0.12,1212,6,NA,6337,391,1048062
13,"Tamil Nadu-Tiruchirappalli","Kamaraj. K","Independent",731,0.07,731,0,NA,6338,391,1048062
14,"Tamil Nadu-Tiruchirappalli","Karthik. K.M","Independent",2136,0.2,2134,2,NA,6339,391,1048062
15,"Tamil Nadu-Tiruchirappalli","Gopalakrishnan. V","Independent",2532,0.24,2529,3,NA,6340,391,1048062
16,"Tamil Nadu-Tiruchirappalli","Shadhik Batcha. A","Independent",3376,0.32,3374,2,NA,6341,391,1048062
17,"Tamil Nadu-Tiruchirappalli","Sarubala. R. Thondaiman","Independent",100818,9.62,100399,419,NA,6342,391,1048062
18,"Tamil Nadu-Tiruchirappalli","Sundrarajan.P","Independent",3451,0.33,3450,1,NA,6343,391,1048062
19,"Tamil Nadu-Tiruchirappalli","Chellaperumal.","Independent",2241,0.21,2241,0,NA,6344,391,1048062
20,"Tamil Nadu-Tiruchirappalli","Thirunavukarasu. S","Independent",3669,0.35,3667,2,NA,6345,391,1048062
21,"Tamil Nadu-Tiruchirappalli","Durai Benjamin","Independent",876,0.08,873,3,NA,6346,391,1048062
22,"Tamil Nadu-Tiruchirappalli","Pushparaj. K","Independent",1604,0.15,1601,3,NA,6347,391,1048062
23,"Tamil Nadu-Tiruchirappalli","Vijayakumar. P","Independent",1354,0.13,1350,4,NA,6348,391,1048062
24,"Tamil Nadu-Tiruchirappalli","Jayaram Metha. S","Independent",1159,0.11,1158,1,NA,6349,391,1048062
25,"Tamil Nadu-Tiruchirappalli","NOTA","None of the Above",14437,1.38,14296,141,NA,6350,391,1048062
1,"Tamil Nadu-Tirunelveli","ESSAKKIAMMAL E","Bahujan Samaj Party",3462,0.33,3432,30,NA,6351,392,1039761
2,"Tamil Nadu-Tirunelveli","GNANATHIRAVIAM S","Dravida Munnetra Kazhagam",522623,50.26,517219,5404,NA,6352,392,1039761
3,"Tamil Nadu-Tirunelveli","PAUL MANOJ PANDIAN","All India Anna Dravida Munnetra Kazhagam",337166,32.43,335963,1203,NA,6353,392,1039761
4,"Tamil Nadu-Tirunelveli","SATHYA B","Naam Tamilar Katchi",49898,4.8,49491,407,NA,6354,392,1039761
5,"Tamil Nadu-Tirunelveli","SIVASANKAR S","Jammu & Kashmir National Panthers Party",1251,0.12,1248,3,NA,6355,392,1039761
6,"Tamil Nadu-Tirunelveli","SELVAGANESAN R","United States of India Party",1244,0.12,1237,7,NA,6356,392,1039761
7,"Tamil Nadu-Tirunelveli","RAMAKRISHNAN N","Naam Indiar Party",1688,0.16,1687,1,NA,6357,392,1039761
8,"Tamil Nadu-Tirunelveli","VENNIMALAI M","Makkal Needhi Maiam",23100,2.22,22939,161,NA,6358,392,1039761
9,"Tamil Nadu-Tirunelveli","INDURANI S","Independent",896,0.09,885,11,NA,6359,392,1039761
10,"Tamil Nadu-Tirunelveli","KAMALA KANNAN","Independent",479,0.05,477,2,NA,6360,392,1039761
11,"Tamil Nadu-Tirunelveli","SELVA PRAKASH R","Independent",779,0.07,778,1,NA,6361,392,1039761
12,"Tamil Nadu-Tirunelveli","BAGAVATHIKESAN T","Independent",879,0.08,879,0,NA,6362,392,1039761
13,"Tamil Nadu-Tirunelveli","PAUL SOLOMON PANDIAN","Independent",1407,0.14,1406,1,NA,6363,392,1039761
14,"Tamil Nadu-Tirunelveli","MAHARAJAN A","Independent",3940,0.38,3938,2,NA,6364,392,1039761
15,"Tamil Nadu-Tirunelveli","MAHARAJAN V","Independent",5137,0.49,5115,22,NA,6365,392,1039761
16,"Tamil Nadu-Tirunelveli","MANIKANDAN G","Independent",1958,0.19,1957,1,NA,6366,392,1039761
17,"Tamil Nadu-Tirunelveli","MANIKANDAN P","Independent",1084,0.1,1079,5,NA,6367,392,1039761
18,"Tamil Nadu-Tirunelveli","MANOHARAN P","Independent",2095,0.2,2093,2,NA,6368,392,1039761
19,"Tamil Nadu-Tirunelveli","MURUGESAN S","Independent",3430,0.33,3428,2,NA,6369,392,1039761
20,"Tamil Nadu-Tirunelveli","MICHAEL RAYAPPAN S","Independent",62209,5.98,61760,449,NA,6370,392,1039761
21,"Tamil Nadu-Tirunelveli","MOHANRAJ A","Independent",630,0.06,630,0,NA,6371,392,1039761
22,"Tamil Nadu-Tirunelveli","RAMASWAMY S","Independent",529,0.05,528,1,NA,6372,392,1039761
23,"Tamil Nadu-Tirunelveli","RAMAMOORTHI B","Independent",586,0.06,585,1,NA,6373,392,1039761
